id,sheet,source_text,target_text,source_lang,target_lang,type,length
Ch 15_288_ru,Ch 15,"Ol éki şarr merd kelip, rū-ba-rūlarıda olturdılar,",Те двое львов-мужей подошли и сели напротив него,chg,ru,sentence,7
Ch 15_288_uz,Ch 15,"Ol éki şarr merd kelip, rū-ba-rūlarıda olturdılar,","Ul ikki shermard kelib, ro‘baro‘larida o‘tirdilar",chg,uz,sentence,7
Ch 15_288_tr,Ch 15,"Ol éki şarr merd kelip, rū-ba-rūlarıda olturdılar,","O iki şermerd (aslan yürekli er) gelip, karşılarında oturdular",chg,tr,sentence,7
Ch 15_290_kk,Ch 15,qızıl,Қызыл,chg,kk,word,1
Ch 15_290_ru,Ch 15,qızıl,Красный,chg,ru,word,1
Ch 15_290_uz,Ch 15,qızıl,Qizil,chg,uz,word,1
Ch 15_290_tr,Ch 15,qızıl,Kızıl,chg,tr,word,1
Ch 15_293_en,Ch 15,kursı̇̄,throne,chg,en,word,1
Ch 15_293_kk,Ch 15,kursı̇̄,Күрсі (тақ),chg,kk,word,1
Ch 15_293_ru,Ch 15,kursı̇̄,Трон,chg,ru,word,1
Ch 15_293_uz,Ch 15,kursı̇̄,Kursi,chg,uz,word,1
Ch 15_293_tr,Ch 15,kursı̇̄,Kürsü (taht),chg,tr,word,1
Ch 15_296_en,Ch 15,qol,hand,chg,en,word,1
Ch 15_296_kk,Ch 15,qol,Қол,chg,kk,word,1
Ch 15_296_ru,Ch 15,qol,Рука,chg,ru,word,1
Ch 15_296_uz,Ch 15,qol,Qo‘l,chg,uz,word,1
Ch 15_296_tr,Ch 15,qol,Kol (el),chg,tr,word,1
Ch 15_298_en,Ch 15,ǧurra,spot,chg,en,word,1
Ch 15_298_kk,Ch 15,ǧurra,Мең (дақ),chg,kk,word,1
Ch 15_298_ru,Ch 15,ǧurra,Пятно,chg,ru,word,1
Ch 15_298_uz,Ch 15,ǧurra,G‘urra,chg,uz,word,1
Ch 15_298_tr,Ch 15,ǧurra,Benek,chg,tr,word,1
Ch 15_299_en,Ch 15,ǧurra,white spot,chg,en,word,1
Ch 15_299_kk,Ch 15,ǧurra,Ақ дақ,chg,kk,word,1
Ch 15_299_ru,Ch 15,ǧurra,Белое пятно,chg,ru,word,1
Ch 15_299_tr,Ch 15,ǧurra,Akıtma (at/hayvan alnında),chg,tr,word,1
Ch 15_303_en,Ch 15,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","The Master said, ""We said, Ḥayya ʿalà ‘ṣ-ṣalāḥ, or ‘If you are aware, come to morning prayers!’",chg,en,sentence,12
Ch 15_303_kk,Ch 15,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","Хазіреті Мәуләна айтты: «Хайя ғалас-салах» – яғни «Тірі болсаң, намазға келгін!»",chg,kk,sentence,12
Ch 15_303_ru,Ch 15,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","Хазрат Мауляна сказал: «Хайя 'аля с-салях» значит «Если ты жив, приходи на молитву!»",chg,ru,sentence,12
Ch 15_303_uz,Ch 15,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","Hazrat Mavlono aytdilar: ""Hayya ala-s-saloh"" ya'ni ""Tirik bo‘lsang, salohga (namozga) kelgil!""",chg,uz,sentence,12
Ch 15_303_tr,Ch 15,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","Hazret-i Mevlana dédiler: ""Hayya ale's-salah"", yani ""Diri isen, salaha (namaza) gel!""",chg,tr,sentence,12
Ch 15_304_en,Ch 15,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","""Aṣ-ṣalawāt ḫayrun min an-nūm means, ‘Prayer is better than sleep!’""",chg,en,sentence,11
Ch 15_304_kk,Ch 15,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","«Ас-салауату хайрун минан-наум» деген – «Ұйқыдан намаз жақсырақ» дедік», – деді",chg,kk,sentence,11
Ch 15_304_ru,Ch 15,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","«Ас-саляту хайрун мин ан-наум» значит «Молитва лучше сна», — так мы сказали»",chg,ru,sentence,11
Ch 15_304_uz,Ch 15,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","""As-salovatu xayrun mina-n-navm"" degan ""Uyqudin namoz yaxshiroqdur"" deduk,"" dédilar",chg,uz,sentence,11
Ch 15_304_tr,Ch 15,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","""Es-salâtü hayrun mine'n-nevm"" denen, ""Uykudan namaz daha iyidir"" dédik,"" dédiler",chg,tr,sentence,11
Ch 15_307_en,Ch 15,"""Eger ı̇̄mān mende bolsa, men äwlā.","""If I have faith, then I am better.""",chg,en,sentence,6
Ch 15_307_kk,Ch 15,"""Eger ı̇̄mān mende bolsa, men äwlā.","«Егер иман менде болса, мен артық»",chg,kk,sentence,6
Ch 15_307_ru,Ch 15,"""Eger ı̇̄mān mende bolsa, men äwlā.","«Если во мне есть вера, я лучше»",chg,ru,sentence,6
Ch 15_307_uz,Ch 15,"""Eger ı̇̄mān mende bolsa, men äwlā.","""Agar iymon menda bo‘lsa, men avlo.""",chg,uz,sentence,6
Ch 15_307_tr,Ch 15,"""Eger ı̇̄mān mende bolsa, men äwlā.","""Eğer iman bende ise, ben evlayım.""",chg,tr,sentence,6
Ch 15_311_en,Ch 15,ḥayyä ʿaläʾṣ-ṣāläḥ,Rush to prayer,chg,en,phrase,2
Ch 15_311_kk,Ch 15,ḥayyä ʿaläʾṣ-ṣāläḥ,Намазға асық,chg,kk,phrase,2
Ch 15_311_ru,Ch 15,ḥayyä ʿaläʾṣ-ṣāläḥ,Спеши на молитву,chg,ru,phrase,2
Ch 15_311_uz,Ch 15,ḥayyä ʿaläʾṣ-ṣāläḥ,Hayya ala-s-saloh,chg,uz,phrase,2
Ch 15_311_tr,Ch 15,ḥayyä ʿaläʾṣ-ṣāläḥ,Haydi namaza,chg,tr,phrase,2
Ch 15_317_en,Ch 15,äwlā,more important,chg,en,word,1
Ch 15_317_kk,Ch 15,äwlā,Артық (абзал),chg,kk,word,1
Ch 15_317_ru,Ch 15,äwlā,Более важный,chg,ru,word,1
Ch 15_317_uz,Ch 15,äwlā,Avlo,chg,uz,word,1
Ch 15_317_tr,Ch 15,äwlā,Evla (daha iyi),chg,tr,word,1
Ch 15_318_en,Ch 15,äwlā,taking precedence,chg,en,word,1
Ch 15_318_kk,Ch 15,äwlā,Басым,chg,kk,word,1
Ch 15_318_ru,Ch 15,äwlā,Превосходящий,chg,ru,word,1
Ch 15_318_tr,Ch 15,äwlā,Üstün,chg,tr,word,1
Ch 15_319_en,Ch 15,eger,if,chg,en,word,1
Ch 15_319_kk,Ch 15,eger,Егер,chg,kk,word,1
Ch 15_319_ru,Ch 15,eger,Если,chg,ru,word,1
Ch 15_319_uz,Ch 15,eger,Agar,chg,uz,word,1
Ch 15_319_tr,Ch 15,eger,Eğer,chg,tr,word,1
Ch 16_0_en,Ch 16,qiṣṣa,story,chg,en,word,1
Ch 16_0_kk,Ch 16,qiṣṣa,қисса,chg,kk,word,1
Ch 16_0_ru,Ch 16,qiṣṣa,сказание,chg,ru,word,1
Ch 16_0_uz,Ch 16,qiṣṣa,qissa,chg,uz,word,1
Ch 16_0_tr,Ch 16,qiṣṣa,kıssa,chg,tr,word,1
Ch 16_1_en,Ch 16,ʿĀc,the antediluvian giant Aj,chg,en,word,1
Ch 16_1_kk,Ch 16,ʿĀc,Адж,chg,kk,word,1
Ch 16_1_ru,Ch 16,ʿĀc,Адж,chg,ru,word,1
Ch 16_1_uz,Ch 16,ʿĀc,Oj,chg,uz,word,1
Ch 16_1_tr,Ch 16,ʿĀc,Ac,chg,tr,word,1
Ch 16_2_en,Ch 16,ʿAnūq,Anuq,chg,en,word,1
Ch 16_2_kk,Ch 16,ʿAnūq,Ануқ,chg,kk,word,1
Ch 16_2_ru,Ch 16,ʿAnūq,Анук,chg,ru,word,1
Ch 16_2_uz,Ch 16,ʿAnūq,Unuq,chg,uz,word,1
Ch 16_2_tr,Ch 16,ʿAnūq,Unuk,chg,tr,word,1
Ch 16_3_en,Ch 16,ʿAnūq,an evil daughter of Adam and Eve,chg,en,word,1
Ch 16_4_en,Ch 16,Nūḥ,Noah,chg,en,word,1
Ch 16_4_kk,Ch 16,Nūḥ,Нұх,chg,kk,word,1
Ch 16_4_ru,Ch 16,Nūḥ,Нух,chg,ru,word,1
Ch 16_4_uz,Ch 16,Nūḥ,Nuh,chg,uz,word,1
Ch 16_4_tr,Ch 16,Nūḥ,Nuh,chg,tr,word,1
Ch 16_7_en,Ch 16,kimerse,someone,chg,en,word,1
Ch 16_7_uz,Ch 16,kimerse,kimsan,chg,uz,word,1
Ch 16_8_en,Ch 16,kimerse,person,chg,en,word,1
Ch 16_8_kk,Ch 16,kimerse,кісі,chg,kk,word,1
Ch 16_8_ru,Ch 16,kimerse,человек,chg,ru,word,1
Ch 16_8_uz,Ch 16,kimerse,kimsa,chg,uz,word,1
Ch 16_8_tr,Ch 16,kimerse,kişi,chg,tr,word,1
Ch 16_9_en,Ch 16,Ādam,Adam,chg,en,word,1
Ch 16_9_kk,Ch 16,Ādam,Адам,chg,kk,word,1
Ch 16_9_ru,Ch 16,Ādam,Адам,chg,ru,word,1
Ch 16_9_uz,Ch 16,Ādam,Odam,chg,uz,word,1
Ch 16_9_tr,Ch 16,Ādam,Adem,chg,tr,word,1
Ch 16_10_en,Ch 16,Ādam,the first man,chg,en,word,1
Ch 16_11_en,Ch 16,ayaǧ,foot,chg,en,word,1
Ch 16_11_kk,Ch 16,ayaǧ,аяқ,chg,kk,word,1
Ch 16_11_ru,Ch 16,ayaǧ,нога,chg,ru,word,1
Ch 16_11_uz,Ch 16,ayaǧ,oyoq,chg,uz,word,1
Ch 16_11_tr,Ch 16,ayaǧ,ayak,chg,tr,word,1
Ch 16_14_en,Ch 16,çengel,wilderness,chg,en,word,1
Ch 16_14_kk,Ch 16,çengel,тоғай,chg,kk,word,1
Ch 16_14_ru,Ch 16,çengel,чаща,chg,ru,word,1
Ch 16_14_uz,Ch 16,çengel,changalzor,chg,uz,word,1
Ch 16_14_tr,Ch 16,çengel,çalılık,chg,tr,word,1
Ch 16_15_en,Ch 16,alqat,scrub,chg,en,word,1
Ch 16_15_kk,Ch 16,alqat,алқа,chg,kk,word,1
Ch 16_15_ru,Ch 16,alqat,ягоды,chg,ru,word,1
Ch 16_15_uz,Ch 16,alqat,alqor,chg,uz,word,1
Ch 16_15_tr,Ch 16,alqat,yaban meyvesi,chg,tr,word,1
Ch 16_16_en,Ch 16,alqat,bushes,chg,en,word,1
Ch 16_16_kk,Ch 16,alqat,бұта,chg,kk,word,1
Ch 16_16_ru,Ch 16,alqat,кустарник,chg,ru,word,1
Ch 16_16_uz,Ch 16,alqat,buta,chg,uz,word,1
Ch 16_16_tr,Ch 16,alqat,çalı,chg,tr,word,1
Ch 16_17_en,Ch 16,yul-,to pull up,chg,en,word,1
Ch 16_17_kk,Ch 16,yul-,жұлу,chg,kk,word,1
Ch 16_17_ru,Ch 16,yul-,вырывать,chg,ru,word,1
Ch 16_17_uz,Ch 16,yul-,yulmoq,chg,uz,word,1
Ch 16_17_tr,Ch 16,yul-,yolmak,chg,tr,word,1
Ch 16_18_en,Ch 16,yul-,to pluck,chg,en,word,1
Ch 16_18_ru,Ch 16,yul-,срывать,chg,ru,word,1
Ch 16_18_uz,Ch 16,yul-,uzmoq,chg,uz,word,1
Ch 16_18_tr,Ch 16,yul-,koparmak,chg,tr,word,1
Ch 16_19_en,Ch 16,qatış-,to join together,chg,en,word,1
Ch 16_19_kk,Ch 16,qatış-,қосу,chg,kk,word,1
Ch 16_19_ru,Ch 16,qatış-,смешивать,chg,ru,word,1
Ch 16_19_uz,Ch 16,qatış-,qo'shmoq,chg,uz,word,1
Ch 16_19_tr,Ch 16,qatış-,katmak,chg,tr,word,1
Ch 16_20_en,Ch 16,qatış-,to meet,chg,en,word,1
Ch 16_20_kk,Ch 16,qatış-,түйісу,chg,kk,word,1
Ch 16_20_ru,Ch 16,qatış-,встречаться,chg,ru,word,1
Ch 16_20_uz,Ch 16,qatış-,uchrashmoq,chg,uz,word,1
Ch 16_20_tr,Ch 16,qatış-,kavuşmak,chg,tr,word,1
Ch 16_21_en,Ch 16,şum-,to suck on,chg,en,word,1
Ch 16_21_kk,Ch 16,şum-,сору,chg,kk,word,1
Ch 16_21_ru,Ch 16,şum-,сосать,chg,ru,word,1
Ch 16_21_uz,Ch 16,şum-,shimmoq,chg,uz,word,1
Ch 16_21_tr,Ch 16,şum-,emmek,chg,tr,word,1
Ch 16_22_en,Ch 16,yöte-,to swallow,chg,en,word,1
Ch 16_22_kk,Ch 16,yöte-,жұту,chg,kk,word,1
Ch 16_22_ru,Ch 16,yöte-,глотать,chg,ru,word,1
Ch 16_22_uz,Ch 16,yöte-,yutmoq,chg,uz,word,1
Ch 16_22_tr,Ch 16,yöte-,yutmak,chg,tr,word,1
Ch 16_23_en,Ch 16,āftāb,sun,chg,en,word,1
Ch 16_23_kk,Ch 16,āftāb,күн,chg,kk,word,1
Ch 16_23_ru,Ch 16,āftāb,солнце,chg,ru,word,1
Ch 16_23_uz,Ch 16,āftāb,oftob,chg,uz,word,1
Ch 16_23_tr,Ch 16,āftāb,güneş,chg,tr,word,1
Ch 16_24_en,Ch 16,fiş-,to ripen,chg,en,word,1
Ch 16_24_kk,Ch 16,fiş-,пісу,chg,kk,word,1
Ch 16_24_ru,Ch 16,fiş-,зреть,chg,ru,word,1
Ch 16_24_uz,Ch 16,fiş-,pishmoq,chg,uz,word,1
Ch 16_24_tr,Ch 16,fiş-,pişmek,chg,tr,word,1
Ch 16_25_en,Ch 16,fiş-,to be ready,chg,en,word,1
Ch 16_25_kk,Ch 16,fiş-,дайын болу,chg,kk,word,1
Ch 16_25_ru,Ch 16,fiş-,быть готовым,chg,ru,word,1
Ch 16_25_uz,Ch 16,fiş-,tayyor bo'lmoq,chg,uz,word,1
Ch 16_25_tr,Ch 16,fiş-,hazır olmak,chg,tr,word,1
Ch 16_26_en,Ch 16,fiş-,to be prepared through cooking,chg,en,word,1
Ch 16_26_ru,Ch 16,fiş-,готовиться,chg,ru,word,1
Ch 16_27_en,Ch 16,fişür-,to cook,chg,en,word,1
Ch 16_27_kk,Ch 16,fişür-,пісіру,chg,kk,word,1
Ch 16_27_ru,Ch 16,fişür-,готовить,chg,ru,word,1
Ch 16_27_uz,Ch 16,fişür-,pishirmoq,chg,uz,word,1
Ch 16_27_tr,Ch 16,fişür-,pişirmek,chg,tr,word,1
Ch 16_28_en,Ch 16,belki,perhaps,chg,en,word,1
Ch 16_28_kk,Ch 16,belki,бәлкім,chg,kk,word,1
Ch 16_28_ru,Ch 16,belki,возможно,chg,ru,word,1
Ch 16_28_uz,Ch 16,belki,balki,chg,uz,word,1
Ch 16_28_tr,Ch 16,belki,belki,chg,tr,word,1
Ch 16_29_en,Ch 16,belki,even,chg,en,word,1
Ch 16_29_kk,Ch 16,belki,тіпті,chg,kk,word,1
Ch 16_29_ru,Ch 16,belki,даже,chg,ru,word,1
Ch 16_29_uz,Ch 16,belki,hatto,chg,uz,word,1
Ch 16_29_tr,Ch 16,belki,hatta,chg,tr,word,1
Ch 16_30_en,Ch 16,ustuḫᵛān,skeleton,chg,en,word,1
Ch 16_30_kk,Ch 16,ustuḫᵛān,қаңқа,chg,kk,word,1
Ch 16_30_ru,Ch 16,ustuḫᵛān,скелет,chg,ru,word,1
Ch 16_30_uz,Ch 16,ustuḫᵛān,ustixon,chg,uz,word,1
Ch 16_30_tr,Ch 16,ustuḫᵛān,iskelet,chg,tr,word,1
Ch 16_31_en,Ch 16,ustuḫᵛān,bone,chg,en,word,1
Ch 16_31_kk,Ch 16,ustuḫᵛān,сүйек,chg,kk,word,1
Ch 16_31_ru,Ch 16,ustuḫᵛān,кость,chg,ru,word,1
Ch 16_31_uz,Ch 16,ustuḫᵛān,suyak,chg,uz,word,1
Ch 16_31_tr,Ch 16,ustuḫᵛān,kemik,chg,tr,word,1
Ch 16_34_en,Ch 16,tört künlük riwāyat,a story that lasts for four days,chg,en,phrase,3
Ch 16_34_kk,Ch 16,tört künlük riwāyat,төрт күндік хикая,chg,kk,phrase,3
Ch 16_34_ru,Ch 16,tört künlük riwāyat,четырехдневное сказание,chg,ru,phrase,3
Ch 16_34_uz,Ch 16,tört künlük riwāyat,to'rt kunlik rivoyat,chg,uz,phrase,3
Ch 16_34_tr,Ch 16,tört künlük riwāyat,dört günlük rivayet,chg,tr,phrase,3
Ch 16_35_en,Ch 16,üç künçilik säfär,a three-day trip,chg,en,phrase,3
Ch 16_35_kk,Ch 16,üç künçilik säfär,үш күндік сапар,chg,kk,phrase,3
Ch 16_35_ru,Ch 16,üç künçilik säfär,трехдневное путешествие,chg,ru,phrase,3
Ch 16_35_uz,Ch 16,üç künçilik säfär,uch kunlik safar,chg,uz,phrase,3
Ch 16_35_tr,Ch 16,üç künçilik säfär,üç günlük sefer,chg,tr,phrase,3
Ch 16_39_en,Ch 16,qatışıça,as they meet,chg,en,word,1
Ch 16_39_kk,Ch 16,qatışıça,қосылғанша,chg,kk,word,1
Ch 16_39_ru,Ch 16,qatışıça,смешиваясь,chg,ru,word,1
Ch 16_39_uz,Ch 16,qatışıça,qo'shilguncha,chg,uz,word,1
Ch 16_39_tr,Ch 16,qatışıça,karışınca,chg,tr,word,1
Ch 16_40_en,Ch 16,qatışıça,meeting,chg,en,word,1
Ch 16_40_kk,Ch 16,qatışıça,кездесу,chg,kk,word,1
Ch 16_40_ru,Ch 16,qatışıça,встреча,chg,ru,word,1
Ch 16_40_uz,Ch 16,qatışıça,uchrashish,chg,uz,word,1
Ch 16_40_tr,Ch 16,qatışıça,buluşma,chg,tr,word,1
Ch 16_41_en,Ch 16,alǧanıça,as he took,chg,en,word,1
Ch 16_41_kk,Ch 16,alǧanıça,алғанша,chg,kk,word,1
Ch 16_41_ru,Ch 16,alǧanıça,пока брал,chg,ru,word,1
Ch 16_41_uz,Ch 16,alǧanıça,olguncha,chg,uz,word,1
Ch 16_41_tr,Ch 16,alǧanıça,alınca,chg,tr,word,1
Ch 16_42_en,Ch 16,alǧanıça,taking,chg,en,word,1
Ch 16_42_kk,Ch 16,alǧanıça,алу,chg,kk,word,1
Ch 16_42_ru,Ch 16,alǧanıça,взятие,chg,ru,word,1
Ch 16_42_uz,Ch 16,alǧanıça,olish,chg,uz,word,1
Ch 16_42_tr,Ch 16,alǧanıça,alma,chg,tr,word,1
Ch 16_43_en,Ch 16,keltür-,to cause to come,chg,en,word,1
Ch 16_43_ru,Ch 16,keltür-,приводить,chg,ru,word,1
Ch 16_44_kk,Ch 16,keltür-,әкелу,chg,kk,word,1
Ch 16_44_uz,Ch 16,keltür-,olib kelmoq,chg,uz,word,1
Ch 16_45_en,Ch 16,keltür-,to pass down over generations,chg,en,word,1
Ch 16_45_kk,Ch 16,keltür-,жеткізу,chg,kk,word,1
Ch 16_45_ru,Ch 16,keltür-,передавать,chg,ru,word,1
Ch 16_45_uz,Ch 16,keltür-,yetkazmoq,chg,uz,word,1
Ch 16_45_tr,Ch 16,keltür-,aktarmak,chg,tr,word,1
Ch 16_46_en,Ch 16,ṭūfān,the Flood,chg,en,word,1
Ch 16_46_kk,Ch 16,ṭūfān,топан су,chg,kk,word,1
Ch 16_46_ru,Ch 16,ṭūfān,потоп,chg,ru,word,1
Ch 16_46_uz,Ch 16,ṭūfān,to'fon,chg,uz,word,1
Ch 16_46_tr,Ch 16,ṭūfān,tufan,chg,tr,word,1
Ch 16_50_en,Ch 16,yaqa,side,chg,en,word,1
Ch 16_50_kk,Ch 16,yaqa,жақ,chg,kk,word,1
Ch 16_50_ru,Ch 16,yaqa,сторона,chg,ru,word,1
Ch 16_50_uz,Ch 16,yaqa,tomon,chg,uz,word,1
Ch 16_50_tr,Ch 16,yaqa,taraf,chg,tr,word,1
Ch 16_51_en,Ch 16,tez,knee,chg,en,word,1
Ch 16_51_kk,Ch 16,tez,тізе,chg,kk,word,1
Ch 16_51_ru,Ch 16,tez,колено,chg,ru,word,1
Ch 16_51_uz,Ch 16,tez,tizza,chg,uz,word,1
Ch 16_51_tr,Ch 16,tez,diz,chg,tr,word,1
Ch 16_56_en,Ch 16,üstün,area above,chg,en,word,1
Ch 16_56_kk,Ch 16,üstün,үсті,chg,kk,word,1
Ch 16_56_ru,Ch 16,üstün,верх,chg,ru,word,1
Ch 16_56_uz,Ch 16,üstün,usti,chg,uz,word,1
Ch 16_56_tr,Ch 16,üstün,üstü,chg,tr,word,1
Ch 16_57_en,Ch 16,üstün,upper,chg,en,word,1
Ch 16_57_kk,Ch 16,üstün,жоғарғы,chg,kk,word,1
Ch 16_57_ru,Ch 16,üstün,верхний,chg,ru,word,1
Ch 16_57_uz,Ch 16,üstün,yuqori,chg,uz,word,1
Ch 16_57_tr,Ch 16,üstün,yukarı,chg,tr,word,1
Ch 16_58_en,Ch 16,cüft,couple,chg,en,word,1
Ch 16_58_kk,Ch 16,cüft,жұп,chg,kk,word,1
Ch 16_58_ru,Ch 16,cüft,чета,chg,ru,word,1
Ch 16_58_uz,Ch 16,cüft,juft,chg,uz,word,1
Ch 16_58_tr,Ch 16,cüft,çift,chg,tr,word,1
Ch 16_59_en,Ch 16,cüft,pair,chg,en,word,1
Ch 16_59_ru,Ch 16,cüft,пара,chg,ru,word,1
Ch 16_60_en,Ch 16,qorq-,to fear,chg,en,word,1
Ch 16_60_kk,Ch 16,qorq-,қорқу,chg,kk,word,1
Ch 16_60_ru,Ch 16,qorq-,бояться,chg,ru,word,1
Ch 16_60_uz,Ch 16,qorq-,qo'rqmoq,chg,uz,word,1
Ch 16_60_tr,Ch 16,qorq-,korkmak,chg,tr,word,1
Ch 16_61_en,Ch 16,qabūl,acceptance,chg,en,word,1
Ch 16_61_kk,Ch 16,qabūl,қабыл,chg,kk,word,1
Ch 16_61_ru,Ch 16,qabūl,принятие,chg,ru,word,1
Ch 16_61_uz,Ch 16,qabūl,qabul,chg,uz,word,1
Ch 16_61_tr,Ch 16,qabūl,kabul,chg,tr,word,1
Ch 16_62_en,Ch 16,qabūl,consent,chg,en,word,1
Ch 16_62_kk,Ch 16,qabūl,келісім,chg,kk,word,1
Ch 16_62_ru,Ch 16,qabūl,согласие,chg,ru,word,1
Ch 16_62_uz,Ch 16,qabūl,rozilik,chg,uz,word,1
Ch 16_62_tr,Ch 16,qabūl,rıza,chg,tr,word,1
Ch 16_63_en,Ch 16,tañlası,dawn,chg,en,word,1
Ch 16_63_kk,Ch 16,tañlası,таң,chg,kk,word,1
Ch 16_63_ru,Ch 16,tañlası,рассвет,chg,ru,word,1
Ch 16_63_uz,Ch 16,tañlası,tong,chg,uz,word,1
Ch 16_63_tr,Ch 16,tañlası,tan,chg,tr,word,1
Ch 16_64_en,Ch 16,tañlası,the morning after,chg,en,word,1
Ch 16_64_kk,Ch 16,tañlası,ертесіне,chg,kk,word,1
Ch 16_64_ru,Ch 16,tañlası,на следующее утро,chg,ru,word,1
Ch 16_64_uz,Ch 16,tañlası,ertasi tongda,chg,uz,word,1
Ch 16_64_tr,Ch 16,tañlası,ertesi sabah,chg,tr,word,1
Ch 16_65_en,Ch 16,quyruq,tail,chg,en,word,1
Ch 16_65_kk,Ch 16,quyruq,құйрық,chg,kk,word,1
Ch 16_65_ru,Ch 16,quyruq,хвост,chg,ru,word,1
Ch 16_65_uz,Ch 16,quyruq,quyruq,chg,uz,word,1
Ch 16_65_tr,Ch 16,quyruq,kuyruk,chg,tr,word,1
Ch 16_66_en,Ch 16,quyruq,foot of a mountain,chg,en,word,1
Ch 16_66_kk,Ch 16,quyruq,тау етегі,chg,kk,word,1
Ch 16_66_ru,Ch 16,quyruq,подножие горы,chg,ru,word,1
Ch 16_66_uz,Ch 16,quyruq,tog' etagi,chg,uz,word,1
Ch 16_66_tr,Ch 16,quyruq,dağ eteği,chg,tr,word,1
Ch 16_67_ru,Ch 16,yigit,юноша,chg,ru,word,1
Ch 16_68_en,Ch 16,ʿāşıq,in love,chg,en,word,1
Ch 16_68_kk,Ch 16,ʿāşıq,ғашық,chg,kk,word,1
Ch 16_68_ru,Ch 16,ʿāşıq,влюбленный,chg,ru,word,1
Ch 16_68_uz,Ch 16,ʿāşıq,oshiq,chg,uz,word,1
Ch 16_68_tr,Ch 16,ʿāşıq,aşık,chg,tr,word,1
Ch 16_69_en,Ch 16,ʿāşıq,passion,chg,en,word,1
Ch 16_69_kk,Ch 16,ʿāşıq,ғашықтық,chg,kk,word,1
Ch 16_69_ru,Ch 16,ʿāşıq,страсть,chg,ru,word,1
Ch 16_69_uz,Ch 16,ʿāşıq,oshiqlik,chg,uz,word,1
Ch 16_69_tr,Ch 16,ʿāşıq,aşk,chg,tr,word,1
Ch 16_70_en,Ch 16,şäydā,mad,chg,en,word,1
Ch 16_70_kk,Ch 16,şäydā,диуана,chg,kk,word,1
Ch 16_70_ru,Ch 16,şäydā,безумный,chg,ru,word,1
Ch 16_70_uz,Ch 16,şäydā,shaydo,chg,uz,word,1
Ch 16_70_tr,Ch 16,şäydā,çılgın,chg,tr,word,1
Ch 16_71_en,Ch 16,şäydā,crazy,chg,en,word,1
Ch 16_71_kk,Ch 16,şäydā,ессіз,chg,kk,word,1
Ch 16_71_ru,Ch 16,şäydā,сумасшедший,chg,ru,word,1
Ch 16_71_uz,Ch 16,şäydā,telba,chg,uz,word,1
Ch 16_71_tr,Ch 16,şäydā,deli,chg,tr,word,1
Ch 16_72_en,Ch 16,bir-bir,each other,chg,en,word,1
Ch 16_72_kk,Ch 16,bir-bir,бір-бірі,chg,kk,word,1
Ch 16_72_ru,Ch 16,bir-bir,друг друга,chg,ru,word,1
Ch 16_72_uz,Ch 16,bir-bir,bir-biri,chg,uz,word,1
Ch 16_72_tr,Ch 16,bir-bir,birbirleri,chg,tr,word,1
Ch 16_73_en,Ch 16,bir-birde,together,chg,en,word,1
Ch 16_73_kk,Ch 16,bir-birde,бірге,chg,kk,word,1
Ch 16_73_ru,Ch 16,bir-birde,вместе,chg,ru,word,1
Ch 16_73_uz,Ch 16,bir-birde,birga,chg,uz,word,1
Ch 16_73_tr,Ch 16,bir-birde,birlikte,chg,tr,word,1
Ch 16_74_en,Ch 16,ḥıyla,trick,chg,en,word,1
Ch 16_74_kk,Ch 16,ḥıyla,айла,chg,kk,word,1
Ch 16_74_ru,Ch 16,ḥıyla,хитрость,chg,ru,word,1
Ch 16_74_uz,Ch 16,ḥıyla,hiyla,chg,uz,word,1
Ch 16_74_tr,Ch 16,ḥıyla,hile,chg,tr,word,1
