sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 15,184,فرض واجب سنتنى ترک توتمانيکز,"farż, wācib, sünnetni tärk tutmañız","do not abandon what is obligatory, necessary, and tradition","Парыз, уәжіп, сүннетті тәрк етпеңіздер","Не оставляйте фарз, ваджиб и сунну","Farz, vojib, sunnatni tark tutmangiz","Farz, vacip, sünneti terk etmeyiniz","farż, wācib, sünnetni tärk tutmañız",chg,sentence,5,
Ch 15,185,خبر بېر,ḫabar bér-,to give news,Хабар беру,Сообщать,Xabar ber-,Haber vermek,ḫabar bér-,chg,phrase,2,
Ch 15,186,خبر بېر,ḫabar bér-,inform,Ақпараттандыру,Информировать,Xabar ber-,Bilgilendirmek,ḫabar bér-,chg,phrase,2,
Ch 15,187,خبر بېر,ḫabar bér-,tell,Айту,Сказать,Xabar ber-,Söylemek,ḫabar bér-,chg,phrase,2,
Ch 15,188,غايب,ǧāyib,disappeared,Ғайып,Исчезнувший,G‘oyib,Kayıp,ǧāyib,chg,word,1,
Ch 15,189,جهرە,çehre,face,Жүз (шырай),Лицо,Chehra,Çehre,çehre,chg,word,1,
Ch 15,190,چون,çūn,like,Секілді,Как,Chun,Gibi,çūn,chg,word,1,
Ch 15,191,طبقە,ṭabaqa,group,Топ,Слой,Tabaqa,Tabaka,ṭabaqa,chg,word,1,
Ch 15,192,طبقە,ṭabaqa,stratum,Жік,Страта,Tabaqa,Zümre,ṭabaqa,chg,word,1,
Ch 15,193,طبقە,ṭabaqa,type,Түр,Тип,Tabaqa,Tip,ṭabaqa,chg,word,1,
Ch 15,194,لعل,laʿl,ruby,Лағыл,Рубин,La'l,Lal,laʿl,chg,word,1,
Ch 15,195,شکفتە,şukufta,blooming,Гүлдеген,Цветущий,Shukufta,Çiçek açmış,şukufta,chg,word,1,
Ch 15,196,قاش,qaş,eyebrow,Қас,Бровь,Qosh,Kaş,qaş,chg,word,1,
Ch 15,197,قاش,qaş,side,Жақ,Сторона,Qosh,Yan,qaş,chg,word,1,
Ch 15,198,قاش,qaş,presence,Құзыр,Присутствие,Qosh,Huzur,qaş,chg,word,1,
Ch 15,199,قاش,qaş,place,Орын,Место,Qosh,Yer,qaş,chg,word,1,
Ch 15,200,عزم راه قيل,ʿazm-i rāh qıl-,to set out on the road for,Жолға шығу,Отправиться в путь,Azmi roh qil-,Yola koyulmak,ʿazm-i rāh qıl-,chg,phrase,3,
Ch 15,201,قطع قيل,qaṭʿ qıl-,to travel across,Кесіп өту,Пересекать,Qat' qil-,Katetmek,qaṭʿ qıl-,chg,phrase,2,
Ch 15,202,قطع,qaṭʿ,cutting,Кесу,Резать,Qat',Kesme,qaṭʿ,chg,word,1,
Ch 15,203,اى کول,Ay Köl,Moon Lake,Айкөл,Ай-Куль,Oykӯl,Ay Göl,Ay Köl,chg,phrase,2,
Ch 15,204,معقول,maʿqūl,satisfied,Мақұл,Приемлемый,Ma'qul,Makul,maʿqūl,chg,word,1,
Ch 15,205,معقول,maʿqūl,willing,Риза,Согласный,Ma'qul,Razı,maʿqūl,chg,word,1,
Ch 15,206,رحمت,raḥmat,mercy,Рақмет,Спасибо,Rahmat,Rahmet,raḥmat,chg,word,1,
Ch 15,207,رحمت,raḥmat,thank you,Шүкір,Благодарность,Rahmat,Şükür,raḥmat,chg,word,1,
Ch 15,208,نصيحت,naṣı̇̄ḥat,advice,Насихат,Совет,Nasihat,Nasihat,naṣı̇̄ḥat,chg,word,1,
Ch 15,209,زينهار,zı̇̄nhār,warning,Зинһар,Остерегайся,Zinhor,Zinhar,zı̇̄nhār,chg,word,1,
Ch 15,210,فرض,farż,obligation,Парыз,Обязанность,Farz,Farz,farż,chg,word,1,
Ch 15,211,واجب,wācib,necessary,Уәжіп,Необходимое,Vojib,Vacip,wācib,chg,word,1,
Ch 15,212,سنت,sünnet,tradition,Сүннет,Традиция,Sunnat,Sünnet,sünnet,chg,word,1,
Ch 15,213,ترک,tärk,abandonment,Тәрк,Оставление,Tark,Terk,tärk,chg,word,1,
Ch 15,214,القصّه انداغ ايتيب دورلار کم توغلوق تمور خان موغالستان غە تورا ايردى,"Al-qiṣṣa. Andaǧ autıpdurlar kim, Tuǧluq Temür Ḫan Moǧulistānǧa töre érdi",Back to our story. They say that Tughluq Temür Khan was the Tora of Moghulistan,"Қысқасы, былай айтыпты: Тоғлық Темір хан Моғолстанға төре еді","Короче говоря, рассказывают так: Туглук-Тимур-хан был правителем Моголистана","Alqissa, andog‘ aytibdurlarkim, Tug‘luq Temurxon Mog‘ulistonga to‘ra érdi","Elhasıl, şöyle anlatırlar ki, Tuğluk Timur Han Moğolistan’a töre (hükümdar) idi","Al-qiṣṣa. Andaǧ autıpdurlar kim, Tuǧluq Temür Ḫan Moǧulistānǧa töre érdi",chg,sentence,10,
Ch 15,215,اوزى بولغاسوندا ايردى,Özi Bolǧasunda érdi,He was in Balasaghun,Өзі Болғасунда (Баласағұнда) еді,Сам он находился в Болгасуне,O‘zi Bolg‘asunda érdi,Kendisi Bolgasun’da idi,Özi Bolǧasunda érdi,chg,phrase,3,
Ch 15,216,اردويل نک بربرنينک کوس کيان نينک ماجين نينک طوفان نينک تمام يورت لارنينک باج خراجاتى شوندا التب برور ايردى,"Ardawı̇̄lniñ, Barbarniñ, Kūs-kiyānniñ, Mā-çı̇̄nniñ, Ṭu[r]fannıñ tamām yurtlarnıñ bāc ḫarācatı şunda eltip berür érdi","All of the taxes from Erdabil, the Berbers, the Caucasus, China, and Turpan used to be transported through there","Ардебилдің, Бәрбәрдің, Кус Киянның, Машынның, Тұрпанның, барлық жұрттардың алым-салығы сонда апарып берілер еді","Дань и налоги Ардебиля, Бербера, Кус-Кияна, Мачина, Турфана и всех стран доставлялись туда","Ardabilning, Barbarning, Ko‘s-Kiyonning, Mochinning, Turfonning, tamom yurtlarning boj-xarojati shunda eltib berilur érdi","Erdebil’in, Berber’in, Kûs-Keyan’ın, Maçin’in, Turfan’ın, tamam yurtların baç ve haracı oraya iletilip verilirdi","Ardawı̇̄lniñ, Barbarniñ, Kūs-kiyānniñ, Mā-çı̇̄nniñ, Ṭu[r]fannıñ tamām yurtlarnıñ bāc ḫarācatı şunda eltip berür érdi",chg,sentence,13,
Ch 15,217,بر يل اردويل دين اوغە بر منک يتە يوز کشى بيلە کلدى,Bir yil Ardawı̇̄ldin awǧa bir miñ yettä yüz kişi bilä keldi,One year he went out from Erdabil to hunt with one thousand seven hundred men,Бір жылы Ардебилден аңға бір мың жеті жүз кісімен келді,В один год он вышел из Ардебиля на охоту с тысячей семьюстами людьми,Bir yil Ardabildin ovga bir ming yetti yuz kishi bila keldi,Bir yıl Erdebil’den ava bin yedi yüz kişi ile geldi,Bir yil Ardawı̇̄ldin awǧa bir miñ yettä yüz kişi bilä keldi,chg,sentence,11,
Ch 15,218,التە کون اولاب کليب آى کولکە توشتى,"Altä kün awlap kelip, Ay Kölge tüşti","They hunted for six days, and then made camp at Moon Lake","Алты күн аң аулап келіп, Айкөлге түсті","Проохотившись шесть дней, он остановился у Ай-Куля","Olti kun ovlab kelib, Oykӯlga tushdi","Altı gün avlanıp gelip, Ay Göl’e indi","Altä kün awlap kelip, Ay Kölge tüşti",chg,sentence,7,
Ch 15,219,کچە قوندى صبح اورلادى,Keçe qondı. Ṣubḥ oraldı,They stayed the night. Dawn broke,"Кешке қонды, таң атты","Переночевал, и наступило утро","Kecha qo‘ndi, subh o‘rladi","Gece konakladı, sabah oldu",Keçe qondı. Ṣubḥ oraldı,chg,phrase,4,
Ch 15,220,خانقەدا شيخ شهاب الدين ازان اوقودى,Ḫānqada şayḫ Şahābuʾd-dı̇̄n azān oqudı,"At the lodge, Shaykh Shahab ud-Din made the call to prayer",Ханакада Шейх Шаһабуддин азан оқыды,В ханаке шейх Шахабуддин читал азан,Xonaqoda Shayx Shahobiddin azon o‘qidi,Hankahda Şeyh Şehabeddin ezan okudu,Ḫānqada şayḫ Şahābuʾd-dı̇̄n azān oqudı,chg,sentence,5,
Ch 15,221,توغلوق تمورخان خواب آلودە يتار ايردى,Tuǧluq Temür Ḫan ḫᵛāb-ālūda yatar érdi,Tughluq Temür Khan had been lying down asleep,Тоғлық Темір хан ұйқылы-ояу жатқан еді,Туглук-Тимур-хан лежал в полудреме,Tug‘luq Temurxon xob-oluda yotar érdi,Tuğluk Timur Han uyku sersemi yatıyordu,Tuǧluq Temür Ḫan ḫᵛāb-ālūda yatar érdi,chg,sentence,6,
Ch 15,222,قولاقيغە آواز خوش اشتلدى,Qulaqıǧa āwāz ḫoş eşitildi,His ears heard a pleasant sound,Құлағына жағымды дауыс естілді,Послышался ему приятный голос,Qulog‘iga ovozi xush eshitildi,Kulağına hoş bir avaz işitildi,Qulaqıǧa āwāz ḫoş eşitildi,chg,phrase,4,
Ch 15,223,بې اختيار قوفوب اولتوردى,Bı̇̄-iḫtiyār qofup olturdı,"Without thinking about it, he got up and sat down",Еркісіз (бейіқтияр) тұрып отырды,Невольно он встал и сел,Be ixtiyor qo‘pub o‘lturdi,İhtiyarsız kalkıp oturdu,Bı̇̄-iḫtiyār qofup olturdı,chg,phrase,3,
Ch 15,224,کونکلى يومشادى,Köñli yumşadı,His heart softened,Көңілі жұмсарды,Сердце его смягчилось,Ko‘ngli yumshadi,Gönlü yumuşadı,Köñli yumşadı,chg,phrase,2,
Ch 15,225,اشک ندامت لار کوزلاريدين قطرە قطرە ريزان بولدى,Aşk-i nedāmetler közleridin qaṭra qaṭra rı̇̄zān boldı,Tears of regret flowed in droplets from his eyes,Өкініш жастары көздерінен тамшы-тамшы болып төгілді,Слезы раскаяния капля за каплей полились из его глаз,Ashki nadomatlar ko‘zlaridin qatra-qatra rizon bo‘ldi,Nedamet yaşları gözlerinden damla damla döküldü,Aşk-i nedāmetler közleridin qaṭra qaṭra rı̇̄zān boldı,chg,sentence,7,
Ch 15,226,بر آە سرواز دیل ا پردرد تارتتى,Bir āh-i sarbāz-ı dil-i purderd tarttı,He let out the sigh of a soldier with a painful heart,Дерті толы жүрекпен бір «сарбаз» аһын тартты (ауыр күрсінді),Он издал горестный вздох солдата с полным боли сердцем,Bir ohi sarbozi dili purdard tortdi,Dert dolu gönülle bir asker ahı çekti,Bir āh-i sarbāz-ı dil-i purderd tarttı,chg,sentence,6,
Ch 15,227,رکابدار ديب بر کيشي سي نى بويوردى,Rikābdār dép bir kişisini buyurdı,"He gave an order to one of his men, the stirrup-holder",«Рікәбдар (үзеңгіші)» деп бір кісісін бұйырды,"Он позвал одного из своих людей, стремянного",Rikobdor deb bir kishisini buyurdi,"""Rikabdar (üzengici)"" diye bir kişisini buyurdu",Rikābdār dép bir kişisini buyurdı,chg,sentence,5,
Ch 15,228,ايديکە اى رکابدار سېن باريب اول منادى کرنى اليب کلکل,"Aydı ki, ""Ey, rikāb-dār! Sen barıp, ul munādi-gerni alıp kelgil.""","""Oh, stirrup-holder! Go and bring back that herald.""","Айтты: «Ей, рікәбдар! Сен барып, ол жаршыны (мұнадігерді) алып келгін»",Сказал: «О стремянный! Пойди и приведи того глашатая»,"Aydiki: ""Ey rikobdor! Sen borib, ul munodigarni olib kelgil.""","dédi ki: ""Ey rikabdar! Sen varıp, o münadiyi alıp gel.""","Aydı ki, ""Ey, rikāb-dār! Sen barıp, ul munādi-gerni alıp kelgil.""",chg,sentence,10,
Ch 15,229,سوز سوراين ديدى,"""Söz sorayın,"" dédi","""I want to ask him something.""","«Сөз сұрайын», – деді","«Я хочу спросить», — сказал он","""So‘z so‘rayin,"" dédi","""Söz sorayım,"" dédi","""Söz sorayın,"" dédi",chg,phrase,3,
Ch 15,230,ايرسە رکابدار باريب ايديکە اى ... لار سيزلارنى تورە جرلايدور ديدى,"Érse rikāb-dār barıp, aydı ki, ""Ay . . . lar! sizlerni Töre çarlaydur,"" dédi","So then the stirrup-holder went and said, ""Oh, . . . s! The Tora calls for you!""","Сонда рікәбдар барып айтты: «Ей ... -лар! Сіздерді Төре шақырып жатыр», – деді",Тогда стремянный пошел и сказал: «Эй ...! Вас зовет Торе»,"Ersa rikobdor borib aydiki: ""Ey ...lar! Sizlarni To‘ra chorlaydur,"" dédi","Bunun üzerine rikabdar varıp dédi ki: ""Ey ...lar! Sizleri Töre çağırıyor,"" dédi","Érse rikāb-dār barıp, aydı ki, ""Ay . . . lar! sizlerni Töre çarlaydur,"" dédi",chg,sentence,14,
Ch 15,231,بو ايکى بزرگوار بر برلاريگە ايديکم,Bu éki buzurkwār bir-birlerige aydı kim,These two Great Ones said to each other,Бұл екі ұлы тұлға бір-біріне айтты,Эти двое великих сказали друг другу,Bu ikki buzurgvor bir-birlariga aydikim,Bu iki büzürgvar birbirlerine dédiler ki,Bu éki buzurkwār bir-birlerige aydı kim,chg,sentence,6,
Ch 15,232,بو کافر بانک نمازغە اوقوغان ازان نينک اونينى اشتيب شونينک بارسيدين سوز سورار بولغاى,"""Bu kāfir bāñ-ı namāzǧa oquǧan azānnıñ ünini eşitip, şunıñ barsıdın söz sorar bolǧay!""","""This nonbeliever must have heard the sound of the call to prayer, and now wants to ask all about it!""","«Бұл кәпір намазға оқыған азанның үнін естіп, соның жайынан сөз сұрар болғай»","«Этот неверный, услышав звук азана на молитву, должно быть, хочет спросить об этом»","""Bu kofir bangi namozga o‘qug‘on azonning unini eshitib, shuning borasidin so‘z so‘rar bo‘lg‘ay.""","""Bu kâfir namaz için okunan ezanın sesini işitip, onun hakkında söz soracak olsa gerek.""","""Bu kāfir bāñ-ı namāzǧa oquǧan azānnıñ ünini eşitip, şunıñ barsıdın söz sorar bolǧay!""",chg,sentence,13,
Ch 15,233,انشاء الله بو مشرک مسلمان بولغاى ديب قوفوب کلديلار,"""Inşāʾallāh, bu müşrik musulmān bolǧay,"" dép qofup keldiler","""God willing, this polytheist might become a Muslim!"" They got up and went with him","«Иншалла, бұл мүшрік мұсылман болғай», – деп тұрып келді","«Иншаллах, этот язычник станет мусульманином», — сказав так, они встали и пришли","""Inshaalloh, bu mushrik musulmon bo‘lg‘ay,"" deb qo‘pub keldilar","""İnşallah bu müşrik Müslüman olur,"" deyip kalkıp geldiler","""Inşāʾallāh, bu müşrik musulmān bolǧay,"" dép qofup keldiler",chg,sentence,8,
Ch 15,234,تورە,töre,title,Төре,Титул (правитель),To‘ra,Töre (unvan),töre,chg,word,1,
Ch 15,235,تورام,törem,Tughluq Temür Khan,Төрем,Мой Торе,To‘ram,Törem,törem,chg,word,1,
Ch 15,236,بالا سغون,Balasaǧun,Balasaghun,Баласағұн,Баласагун,Bolosog‘un,Balasagun,Balasaǧun,chg,word,1,
Ch 15,237,بربر,Barbar,Berber,Бәрбәр,Бербер,Barbar,Berber,Barbar,chg,word,1,
Ch 15,238,کوس کيان,Kōs-kiyān,Caucasian,Кавказ (Кус Киян),Кавказ (Кус-Киян),Ko‘s-Kiyon,Kûs-Keyan,Kōs-kiyān,chg,word,1,
Ch 15,239,ماچين,Māçin,Southern China,Машын (Оңтүстік Қытай),Мачин (Южный Китай),Mochin,Maçin,Māçin,chg,word,1,
Ch 15,240,ماجين,Māçin,Machin,Машын,Мачин,Mochin,Maçin,Māçin,chg,word,1,
Ch 15,241,باج,bāc,tax,Алым (баж),Дань,Boj,Baç (vergi),bāc,chg,word,1,
Ch 15,242,خراجت,ḫarācat,expenditure,Харажат (шығын),Расход,Xarojat,Harcama,ḫarācat,chg,word,1,
Ch 15,243,خراجت,ḫarācat,tax,Салық,Налог,Xarojat,Haraç (vergi),ḫarācat,chg,word,1,
Ch 15,244,الت,elt-,to transport,Апару,Доставлять,Elt-,İletmek (götürmek),elt-,chg,word,1,
Ch 15,245,الت,elt-,to take,Алу,Брать,Elt-,Almak,elt-,chg,word,1,
Ch 15,246,اولا,awla-,to hunt,Аулау,Охотиться,Ovla-,Avlamak,awla-,chg,word,1,
Ch 15,247,اورلا,örle-,to get up,Тұру (өрлеу),Вставать,O‘rla-,Kalkmak (yükselmek),örle-,chg,word,1,
Ch 15,248,خانقە,ḫānqah,Sufi lodge,Ханака (діни үй),Ханака (суфийская обитель),Xonaqo,Hankah (tekke),ḫānqah,chg,word,1,
Ch 15,249,ازان,azān,the call to prayer,Азан,Азан (призыв к молитве),Azon,Ezan,azān,chg,word,1,
Ch 15,250,خواب آلودە,ḫᵛāb-ālūda,sleepy,Ұйқылы,Сонный,Xob-oluda,Uykulu (hab-alude),ḫᵛāb-ālūda,chg,word,1,
Ch 15,251,يات-,yat-,to lie,Жату,Лежать,Yot-,Yatmak,yat-,chg,word,1,
Ch 15,252,يات-,yat-,to lie down,Жату,Ложиться,Yot-,Uzanmak,yat-,chg,word,1,
Ch 15,253,قولاق,qulaq,ear,Құлақ,Ухо,Quloq,Kulak,qulaq,chg,word,1,
Ch 15,254,آواز,āwāz,sound,Дауыс,Звук,Ovoz,Avaz (ses),āwāz,chg,word,1,
Ch 15,255,آواز,āwāz,voice,Үн,Голос,Ovoz,Ses,āwāz,chg,word,1,
Ch 15,256,خوش,ḫoş,pleasant,Жағымды,Приятный,Xush,Hoş,ḫoş,chg,word,1,
Ch 15,257,خوش,ḫoş,well,Жақсы,Хороший,Xush,Güzel,ḫoş,chg,word,1,
Ch 15,258,اختيار,iḫtiyār,choice,Ерік (таңдау),Выбор,Ixtiyor,İhtiyar (seçim),iḫtiyār,chg,word,1,
Ch 15,259,يومشا-,yumşa-,to soften,Жұмсару,Смягчаться,Yumsha-,Yumuşamak,yumşa-,chg,word,1,
Ch 15,260,اشک,aşk,tear,Көз жасы,Слеза,Ashk,Eşk (gözyaşı),aşk,chg,word,1,
Ch 15,261,اشک,aşk,teardrop,Тамшы,Слезинка,Ashk,Gözyaşı damlası,aşk,chg,word,1,
Ch 15,262,ندامت,nedāmet,regret,Өкініш,Сожаление,Nadomat,Nedamet (pişmanlık),nedāmet,chg,word,1,
Ch 15,263,قطرە قطرە,qaṭra qaṭra,in droplets,Тамшы-тамшы,По каплям,Qatra-qatra,Damla damla,qaṭra qaṭra,chg,phrase,2,
Ch 15,264,ريزان,rı̇̄zān,pouring,Төгілу (ағу),Льющийся,Rizon,Rizan (dökülen),rı̇̄zān,chg,word,1,
Ch 15,265,آە,āh,sigh,Аһ (күрсіну),Вздох,Oh,Ah,āh,chg,word,1,
Ch 15,266,سرباز,sarbāz,soldier,Сарбаз (әскер),Солдат,Sarboz,Serbaz (asker),sarbāz,chg,word,1,
Ch 15,267,دیل,dil,heart,Жүрек (көңіл),Сердце,Dil,Dil (gönül),dil,chg,word,1,
Ch 15,268,پردرد,pur-derd,painful,Қайғылы,Болезненный,Purdard,Pür-dert (dertli),pur-derd,chg,word,1,
Ch 15,269,رکابدار,rikābdār,stirrup-holder,Рікәбдар (үзеңгіші),Стремянный,Rikobdor,Rikabdar,rikābdār,chg,word,1,
Ch 15,270,منادي کر,munādi-ger,herald,Жаршы,Глашатай,Munodigar,Münadi,munādi-ger,chg,word,1,
Ch 15,271,ايرسە,érse,thereupon,Сонда,Тогда (после этого),Ersa,İse (bunun üzerine),érse,chg,word,1,
Ch 15,272,بر بر,bir bir,each other,Бір-біріне,Друг другу,Bir-bir,Birbirine,bir bir,chg,phrase,2,
Ch 15,273,بانک,bāñ,call,Айғай (шақыру),Зов,Bong,Bank (ezan sesi),bāñ,chg,word,1,
Ch 15,274,بانک,bāñ,cry,Айғай,Крик,Bong,Nara,bāñ,chg,word,1,
Ch 15,275,بانک نماز,bāñ-ı namāz,call to prayer,Азан шақыру,Призыв к молитве,Bangi namoz,Namaz çağrısı,bāñ-ı namāz,chg,phrase,2,
Ch 15,276,اون,ün,sound,Үн,Звук,Un,Ün (ses),ün,chg,word,1,
Ch 15,277,بارى,barı,all,Барлық,Все,Bori,Hepsi,barı,chg,word,1,
Ch 15,278,بارى,barı,the whole thing,Барлығы,Всё,Bori,Tamamı,barı,chg,word,1,
Ch 15,279,انشاء الله,inşāʾallāh,God willing,Иншалла (Құдай қаласа),Если пожелает Аллах,Inshaalloh,İnşallah,inşāʾallāh,chg,word,1,
Ch 15,280,مشرک,müşrik,polytheist,Мүшрік (көпқұдайшыл),Многобожник,Mushrik,Müşrik,müşrik,chg,word,1,
Ch 15,281,اويقولا,uyqula-,to sleep,Ұйықтау,Спать,Uyqula-,Uyuklamak,uyqula-,chg,word,1,
Ch 15,282,سوزلا,sözle-,to talk,Сөйлеу,Говорить,So‘zla-,Sözlemek (konuşmak),sözle-,chg,word,1,
Ch 15,283,آطلا,aṭla-,to ride a horse,Аттану,Садиться на коня,Otlan-,Atlamak (ata binmek),aṭla-,chg,word,1,
Ch 15,284,حضرت مولانا کوردي لار کم توغلوق تمور خان دېکان بر قزيل اوى اتيب,"Ḥażret-i Mawlānā kördiler kim, Tuǧluq Temür Ḫan dégen  bir qızıl üy etip",The Master saw that this fellow called “Tughluq Temur Khan” had set up a red tent,Хазіреті Мәуләна көрді: Тоғлық Темір хан деген бір қызыл үй (отау) тігіп,"Хазрат Мауляна увидел, что Туглук-Тимур-хан поставил красную юрту","Hazrat Mavlono ko‘rdilarkim, Tug‘luq Temurxon degan bir qizil uy etib (tikib)","Hazret-i Mevlana gördüler ki, Tuğluk Timur Han denen (kişi) bir kızıl ev (otağ) kurup","Ḥażret-i Mawlānā kördiler kim, Tuǧluq Temür Ḫan dégen  bir qızıl üy etip",chg,sentence,12,
Ch 15,285,اوى نينک باقشيدە التون کرسيغە قونکينى قويوب اولتوروب دور,üyniñ baqışıda altun kursı̇̄ǧa qoñını qoyup olturupdur,"Within its structure, he had placed his bottom on a golden chair",Үйдің төрінде алтын күрсіге құйрығын (отырығын) қойып отырыпты,"И внутри юрты, усадив свой зад на золотой трон, сидит",Uyning boqishida (to‘rida) oltin kursiga qo‘ngini (dumbasini) qo‘yib o‘tiribdur,Evin başköşesinde altın kürsüye kaba etini koyup oturmuştur,üyniñ baqışıda altun kursı̇̄ǧa qoñını qoyup olturupdur,chg,sentence,7,
Ch 15,286,يتمش يتە قالماق الديدا قول باغلاب اوراتورادور,Yetmiş yettä Qalmaq aldıda qol baǧlap uraturadur,"Seventy-seven Kalmyks stood before him with their hands linked, stopping anyone from entering",Жетпіс жеті қалмақ алдында қол байлап тұр,"Семьдесят семь калмыков стоят перед ним, сложив руки",Yetmish yetti qalmoq oldida qo‘l bog‘lab uraturadur,Yetmiş yedi Kalmuk önünde el bağlayıp durmaktadır,Yetmiş yettä Qalmaq aldıda qol baǧlap uraturadur,chg,sentence,7,
Ch 15,287,بر التون غرە غرەليق تايغان الديدا ياتيب دور,Bir altun ǧurra ǧurralıq tayǧan aldıda yatıpdur,"A golden, white-spotted hunting dog lay at his feet",Бір алтын ала (шұбар) тайған алдында жатыр,Золотисто-пятнистая гончая лежит перед ним,Bir oltin g‘urra-g‘urrali tog‘an oldida yotibdur,Bir altın benekli tazı önünde yatmaktadır,Bir altun ǧurra ǧurralıq tayǧan aldıda yatıpdur,chg,sentence,7,
Ch 15,288,اول ايکى شرمرد کليب روبرولاريدە اولتورديلار,"Ol éki şarr merd kelip, rū-ba-rūlarıda olturdılar,","These two grim fellows came in, and they sat face-to-face with him","Сол екі шермерд (арыстандай ер) келіп, қарсы алдына отырды",Те двое львов-мужей подошли и сели напротив него,"Ul ikki shermard kelib, ro‘baro‘larida o‘tirdilar","O iki şermerd (aslan yürekli er) gelip, karşılarında oturdular","Ol éki şarr merd kelip, rū-ba-rūlarıda olturdılar,",chg,sentence,7,
Ch 15,289,رکابدار ايدى اى تورام منادى کرلار اوشبو کيشي لار ايکان کلدى ديدى,"Rikābdār aydı, ""Ey, törem! Munādi-gerler uşbu kişiler éken. Keldi,"" dédi","The stirrup-holder said, ""Oh, Tora! It turns out these two were the heralds. They have come.""","Рікәбдар айтты: «Ей, Төрем! Жаршылар осы кісілер екен. Келді», – деді",Стремянный сказал: «О мой Торе! Те глашатаи — вот эти люди. Они пришли»,"Rikobdor aydi: ""Ey to‘ram! Munodigarlar shubu kishilar ekan. Keldi,"" dédi","Rikabdar dédi: ""Ey törem! Münadiler şu kişiler imiş. Geldi,"" dédi","Rikābdār aydı, ""Ey, törem! Munādi-gerler uşbu kişiler éken. Keldi,"" dédi",chg,sentence,10,
Ch 15,290,قزيل,qızıl,red,Қызыл,Красный,Qizil,Kızıl,qızıl,chg,word,1,
Ch 15,291,باقش,baqış,tent gear,Бау-шу (жабдық),Снаряжение шатра,Boqish,Bakış (çadır donanımı),baqış,chg,word,1,
Ch 15,292,التون,altun,gold,Алтын,Золото,Oltin,Altın,altun,chg,word,1,
Ch 15,293,کرسى,kursı̇̄,throne,Күрсі (тақ),Трон,Kursi,Kürsü (taht),kursı̇̄,chg,word,1,
Ch 15,294,قونک,qoñ,bottom,Құйрық,Зад,Qo‘ng,Kıç (kaba et),qoñ,chg,word,1,
Ch 15,295,قونک,qoñ,guest,Арт,Задница,Qo‘ng,Arka,qoñ,chg,word,1,
Ch 15,296,قول,qol,hand,Қол,Рука,Qo‘l,Kol (el),qol,chg,word,1,
Ch 15,297,اوراتور,uratur-,to cause to halt,Тоқтату,Останавливать,Uratur-,Durdurmak,uratur-,chg,word,1,
Ch 15,298,غرە,ǧurra,spot,Мең (дақ),Пятно,G‘urra,Benek,ǧurra,chg,word,1,
Ch 15,299,غرە,ǧurra,white spot,Ақ дақ,Белое пятно,G‘urra,Akıtma (at/hayvan alnında),ǧurra,chg,word,1,
Ch 15,300,تايغان,tayǧan,hunting dog,Тайған (ит),Гончая,Tog‘an,Tazı (taygan),tayǧan,chg,word,1,
Ch 15,301,شرمرد,şarr merd,grim fellow,Шермерд (батыр),Отважный муж,Shermard,Şermerd (yiğit),şarr merd,chg,phrase,2,
Ch 15,302,روبرو,rū-ba-rū,face-to-face,Бетпе-бет,Лицом к лицу,Ro‘baro‘,Yüz yüze (ruberu),rū-ba-rū,chg,word,1,
Ch 15,303,حضرت مولانا ايدي لار حى على الصلاح يعنى تريک بولسانک صلاح غە کلکيل,"Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ ""","The Master said, ""We said, Ḥayya ʿalà ‘ṣ-ṣalāḥ, or ‘If you are aware, come to morning prayers!’","Хазіреті Мәуләна айтты: «Хайя ғалас-салах» – яғни «Тірі болсаң, намазға келгін!»","Хазрат Мауляна сказал: «Хайя 'аля с-салях» значит «Если ты жив, приходи на молитву!»","Hazrat Mavlono aytdilar: ""Hayya ala-s-saloh"" ya'ni ""Tirik bo‘lsang, salohga (namozga) kelgil!""","Hazret-i Mevlana dédiler: ""Hayya ale's-salah"", yani ""Diri isen, salaha (namaza) gel!""","Ḥażret-i Mawlānā aydılar, "" ‘Ḥayya ʿaleʾṣ-ṣālaḥ,’ yaʿnı̇̄ ‘Tirik bolsañ, ṣalāḥǧa kelgil!’ """,chg,sentence,12,
